Unnamed: 0,CLEE,Id,Nombre,Clase_actividad,Estrato,Tipo_vialidad,Calle,Colonia,Ubicacion,Tipo,Longitud,Latitud,Consultorio
1472,02004621111011831000000000U9,11016629,FARMACIA SIMILARES,CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO,0 a 5 personas,AVENIDA,PASEO ENSENADA,PLAYAS DE TIJUANA,TIJUANA,FIJO,-117.11608636,32.52491178,SI
1473,02001464111002061000000291S0,6778899,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CORTEZ,BAHIA,ENSENADA,FIJO,-116.60493064,31.86052772,NO
1474,02001464111002071000000291S9,6778900,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,DELANTE (EL ROSARIO),COSTA AZUL,ENSENADA,FIJO,-116.60136353,31.85143435,NO
1475,02001464111001881000000291S2,6419171,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,DELANTE,JALISCO,ENSENADA,FIJO,-116.57559343,31.85513594,NO
1476,02002464111006581000038010S1,9417234,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,EJ PUEBLA (ESTATAL NUMERO 2),FELIPE CARRILLO,MEXICALI,FIJO,-115.30714347,32.46737305,NO
1477,02001464111002881000000291S1,9399280,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,EL ROSARIO,SAN QUINTIN,FIJO,-115.72381889,30.05947488,NO
1478,02001464111002051000000291S1,6778895,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,VIDALES,ARCOIRIS,ENSENADA,FIJO,-116.5751754,31.8772755,NO
1479,02001464111002171000000291S7,6882800,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR (REFORMA),VALLE DORADO,ENSENADA,FIJO,-116.5996786,31.82615916,NO
1480,02001464111002031000000291S3,6778885,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR,SAN QUINTIN,SAN QUINTIN,FIJO,-115.94308237,30.56378257,NO
1481,02001464111001991000000291S9,6701641,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,BRONCE,PIEDRAS NEGRAS,ENSENADA,FIJO,-116.60123618,31.87507065,NO
1482,02001464111002351000000291S5,6884503,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,RIVEROLL,CENTRO,ENSENADA,FIJO,-116.61902814,31.87224373,NO
1483,02001464111002361000000291S4,6884567,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CUCAPAH,ADOLFO RUIZ CORTINEZ,ENSENADA,FIJO,-116.57683601,31.89862422,NO
1484,02001464111002332001000291S5,6879921,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,COLIMA,REVOLUCION,ENSENADA,FIJO,-116.5859594,31.87271556,NO
1485,02001464111002201000000291S2,6814082,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,GASTELUM,CENTRO,ENSENADA,FIJO,-116.62732783,31.86467728,NO
1486,02001464111002911000000291S6,9454946,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR (REFORMA),ACAPULCO,ENSENADA,FIJO,-116.60279424,31.84036912,NO
1487,02001464111002901000000291S7,9395439,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,ESMERALDA,JALISCO,ENSENADA,FIJO,-116.57848003,31.85017281,NO
1488,02001464111002931000000291S4,9462454,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REFORMA,MEXICO,ENSENADA,FIJO,-116.60932827,31.87366687,NO
1489,02001464111002921000000291S5,9408881,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,PROLONGACION,BOULEVARD ZERTUCHE,VALLE DE CHAPULTEPEC,ENSENADA,FIJO,-116.58506998,31.78385394,NO
1490,02001464111002941000000291S3,9433505,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,DELANTE (EL ROSARIO),COSTA AZUL,ENSENADA,FIJO,-116.60138659,31.85143098,NO
1491,02001464111002951000000291S2,9408883,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,EJIDO CHAPULTEPEC,ENSENADA,FIJO,-116.59602338,31.80753754,NO
1492,02001464111002891000000291S0,9458586,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR,NUEVO MEXICALI,SAN QUINTIN,FIJO,-115.93600179,30.54198821,NO
1493,02002464111004106001000291S9,6773916,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LAZARO CARDENAS,ESTACION DELTA,MEXICALI,FIJO,-115.18940616,32.35609536,NO
1494,02004464111005071000000000U0,104634,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PASEO DE LAS LOMAS,TERRAZAS DEL VALLE,TIJUANA,FIJO,-116.83594816,32.49243937,NO
1495,02002464111002831000000291S4,78505,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,QUINTA,GUADALUPE VICTORIA ESTACION,MEXICALI,FIJO,-115.10590427,32.28744367,NO
1496,02002464111003022001000291S9,78527,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CALZADA DE LOS INSURGENTES,GUADALUPE VICTORIA,MEXICALI,FIJO,-115.09910271,32.28796799,NO
1497,02002464111004521000000291S9,6868057,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VICENTE GUERRERO,GUADALUPE VICTORIA ESTACION,MEXICALI,FIJO,-115.10373839,32.28819351,NO
1498,02002464111006471000000291S5,9408309,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,TERCERA,GUADALUPE VICTORIA,MEXICALI,FIJO,-115.11134364,32.28951467,NO
1499,02002464111005822000038010S0,9223877,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,JAMES W STONE,CIUDAD MORELOS,MEXICALI,FIJO,-115.48712257,32.65522963,NO
1500,02001464111001222001000291S9,6285021,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GERANIOS,A LOMITAS INDECO,ENSENADA,FIJO,-116.5828035,31.89305633,NO
1501,02002464111006172000000291S9,9305568,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,ESTATAL NUMERO 1,QUINTA ALCANZAR DETOLEDO,MEXICALI,FIJO,-115.16761615,32.23162316,NO
1502,02002464111006431000000291S9,9469773,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GENERAL SANTIAGO VIDAURRI,POPULAR LEANDRO VALLE,MEXICALI,FIJO,-115.44050942,32.58695575,NO
1503,02002464111005882000038010S4,9223883,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,GUADAMUR,QUINTA DEL REY,MEXICALI,FIJO,-115.47292495,32.58577196,NO
1504,02002464111005792000038010S5,9223874,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,LICENCIADO VICENTE LOMBARDO TOLEDANO,AURORA,MEXICALI,FIJO,-115.47253524,32.61379145,NO
1505,02002464111005802000038010S2,9223875,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,LAGUNA XOCHIMILCO,XOCHIMILCO,MEXICALI,FIJO,-115.47186827,32.60416622,NO
1506,02002464111004201000000291S8,6886326,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,LAZARO CARDENAS (NICOLAS BRAVO),INFONAVIT VIRREYES,MEXICALI,FIJO,-115.51496363,32.6215807,NO
1507,02002464111006571000038010S2,9392918,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,SANTO TOMAS,REAL DEL RIO,MEXICALI,FIJO,-115.5298182,32.6506821,NO
1508,02002464111004561000000291S5,6868060,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AVENIDA DE LOS JAZMINES,ALAMITOS,MEXICALI,FIJO,-115.42128284,32.66399589,NO
1509,02002464111004041000000291S8,6778767,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,HEROICA DE PUEBLA,ANGELES DE PUEBLA,MEXICALI,FIJO,-115.33705302,32.56504343,NO
1510,02002464111003051000000291S8,85378,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PASEO FLORIDA,VILLA FLORIDA,MEXICALI,FIJO,-115.365519,32.60411184,NO
1511,02002464111003981000000291S6,6778809,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CUAUHTEMOC (AVIACION),VISTA HERMOSA,MEXICALI,FIJO,-115.42420936,32.65886392,NO
1512,02002464111002941000000291S1,79103,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,16 DE SEPTIEMBRE (B),LOS ALGODONES,MEXICALI,FIJO,-114.73095692,32.71583878,NO
1513,02002464111003121000000291S9,6189706,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GENERAL SANTIAGO VIDAURRI,SOLIDARIDAD SOCIAL,MEXICALI,FIJO,-115.44687559,32.58846147,NO
1514,02002464111004091000000291S3,6785314,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,GOMEZ MORIN (REFORME),VILLA RESIDENCIAL VENECIA,MEXICALI,FIJO,-115.46976883,32.59519427,NO
1515,02002464111006451000000291S7,9456422,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,PROLONGACION,HEROICO COLEGIO MILITAR,FELIPE ANGELES,MEXICALI,FIJO,-115.50607734,32.60939232,NO
1516,02002464111005832000038010S9,9223878,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,ROSA DEL DESIERTO,VALLE DEL PEDREGAL,MEXICALI,FIJO,-115.35446913,32.58675749,NO
1517,02002464111005962000038010S4,9223890,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,RIO SAN ANGEL,VALLE DE PUEBLA,MEXICALI,FIJO,-115.36750193,32.57801147,NO
1518,02002464111005872000038010S5,9223882,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,OCOTLAN,SAN MARCOS,MEXICALI,FIJO,-115.49427421,32.63276924,NO
1519,02002464111006291000038010S7,9460000,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,ROSA DEL DESIERTO (CECILIA),VALLE DEL PREDEGAL,MEXICALI,FIJO,-115.35782358,32.58066928,NO
1520,02002464111004021000000291S0,6778765,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,RIO CHAMPOTON,BUGAMBILIAS,MEXICALI,FIJO,-115.37411338,32.60134623,NO
1521,02002464111005812000038010S1,9223876,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,ANAHUAC,JARDINES DE LAGO,MEXICALI,FIJO,-115.4792803,32.6166542,NO
1522,02002464111004231000000291S5,6814086,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,VILLA OBREGON,HACIENDA DEL RIO,MEXICALI,FIJO,-115.37733504,32.61003379,NO
1523,02002464111005922000038010S8,9223887,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MICHOACAN,REVOLUCION,MEXICALI,FIJO,-115.51206913,32.65620392,NO
1524,02002464111004551000000291S6,6868059,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,ANAHUAC,VILLA RESIDENCIAL DEL PRADO 2 SECCION,MEXICALI,FIJO,-115.47146061,32.57784494,NO
1525,02002464111004531000000291S8,6868058,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,OTRO(ESPECIFIQUE),BARDA,LA CONDESA,MEXICALI,FIJO,-115.34561254,32.59531604,NO
1526,02002464111006371000000291S7,9395437,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LAZARO CARDENAS,VIÑEDOS RESIDENCIAL,MEXICALI,FIJO,-115.56266267,32.6217763,NO
1527,02002464111006301000038010S4,9446090,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,NOVENA,VERONA,MEXICALI,FIJO,-115.38433967,32.64224759,NO
1528,02002464111006381000000291S6,9408875,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,MANUEL GOMEZ MORIN,HACIENDA LOS PORTALES,MEXICALI,FIJO,-115.49475353,32.59523658,NO
1529,02002464111006461000000291S6,9395130,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,ROBERTO MONTENEGRO,VILLA L,MEXICALI,FIJO,-115.40907736,32.62503923,NO
1530,02002464111006391000000291S5,9466990,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CUAUHTEMOC (AVIACION),AVIACION,MEXICALI,FIJO,-115.44223558,32.65803037,NO
1531,02002464111006321000000291S2,9438625,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CONDOR,EL CONDOR,MEXICALI,FIJO,-115.3817352,32.59476242,NO
1532,02002464111006341000000291S0,9427791,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,HEROICA DE PUEBLA,ANGELES DE PUEBLA,MEXICALI,FIJO,-115.3369034,32.56535529,NO
1533,02002464111006331000000291S1,9427789,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LEON,VILLA RESIDENCIAL DEL PRADO,MEXICALI,FIJO,-115.47956401,32.57721227,NO
1534,02002464111006441000000291S8,9395128,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,OTRO(ESPECIFIQUE),SIN CALLE,LA CONDESA,MEXICALI,FIJO,-115.34132757,32.58232189,NO
1535,02002464111006611000038010S6,9399729,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,RIO FUERTE,PROHOGAR,MEXICALI,FIJO,-115.43900852,32.64984726,NO
1536,02002464111005782000038010S6,9223873,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,RIO SAN ANGEL,VALLE DE PUEBLA,MEXICALI,FIJO,-115.36956061,32.57354369,NO
1537,02002464111006281000000291S8,9436390,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,MANUEL GOMEZ MORIN,HACIENDA LOS PORTALES,MEXICALI,FIJO,-115.49478332,32.5952367,NO
1538,02002464111006481000000291S4,9416210,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,ISLAS AGRARIAS,ALTARIA RESIDENCIAL,MEXICALI,FIJO,-115.37252507,32.61398732,NO
1539,02002464111004141000000291S6,6789311,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,REACOMODO GONZALEZ,CARRANZA,MEXICALI,FIJO,-115.16547998,32.2319911,NO
1540,02002464111005862000038010S6,9223881,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CAMINO NACIONAL,LUNA,MEXICALI,FIJO,-115.57395702,32.62779072,NO
1541,02004464111010832000038352S8,9320817,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VISTAS DEL SOL,NATURA,TIJUANA,FIJO,-116.92360988,32.36632263,NO
1542,02004464111009753000038352S9,7923610,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PASEO CENTENARIO TIJUANA,URBANA RIO TIJUANA,TIJUANA,FIJO,-117.01514138,32.53113964,NO
1543,02001464111001211000000291S2,6419170,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,HUERTA,VISTA HERMOSA,ENSENADA,FIJO,-116.59699236,31.81451882,NO
1544,02001464111001321000000291S9,64005,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PEDRO LOYOLA,PLAYA HERMOSA,ENSENADA,FIJO,-116.60571589,31.83263938,NO
1545,02005464111000271000000291S8,6285246,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,LIBRE TIJUANA-ROSARITO,LUCIO BLANCO,PLAYAS DE ROSARITO,FIJO,-117.05685416,32.38390577,NO
1546,02005464111000921000000291S8,9442649,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,COSTA ALEGRE (TABASCO),PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,FIJO,-117.01638681,32.39363253,NO
1547,02001464111002491000000291S9,8280660,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,JESUS GONZALEZ,REFORMA,PLAYAS DE ROSARITO,FIJO,-117.05620376,32.37142403,NO
1548,02005464111000352001000291S6,130565,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,LIBRE TIJUANA-ROSARITO,PLAN LIBERTADOR,PLAYAS DE ROSARITO,FIJO,-117.04775323,32.40776779,NO
1549,02005464111000541000000000U4,6802418,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,LIBRE TIJUANA-ROSARITO,INDEPENDENCIA,PLAYAS DE ROSARITO,FIJO,-117.05172428,32.40095949,NO
1550,02005464111000531000000000U5,6802364,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,GUERRERO,CONSTITUCION,PLAYAS DE ROSARITO,FIJO,-117.05030613,32.36571051,NO
1551,02005464111000561000000000U2,6802424,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,PRIMO TAPIA,PLAYAS DE ROSARITO,FIJO,-116.91947152,32.22611465,NO
1552,02005464111000551000000000U3,6802419,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,ALFREDO BONFIL,AMPLIACION MAZATLAN,PLAYAS DE ROSARITO,FIJO,-117.04502627,32.34728426,NO
1553,02004464111006911000000291S6,6785325,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,BENITO JUAREZ,ECHEVERRIA,PLAYAS DE ROSARITO,FIJO,-117.06054616,32.3710792,NO
1554,02004464111008391000000291S9,6868531,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,LA PAZ,BONATERRA,TIJUANA,FIJO,-117.00504171,32.46766328,NO
1555,02004464111004062001000291S0,6285211,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,PADRE SALVATIERRA,COLINAS SAN RAFAEL,TIJUANA,FIJO,-117.06819267,32.4850293,NO
1556,02001464111001192000000291S4,6284830,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REFORMA,OBRERA,ENSENADA,FIJO,-116.60585152,31.85582379,NO
1557,02002464111005842000038010S8,9223879,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CARRETERA,CARRETERA A SAN LUIS RIO COLORADO KM 8+500,GONZALEZ ORTEGA,MEXICALI,FIJO,-115.39462535,32.58958274,NO
1558,02005464111000941000000291S6,9463852,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,LIBRE TIJUANA A ROSARITO,CARLOS SALINAS DE GOTARI,PLAYAS DE ROSARITO,FIJO,-117.05492372,32.39408724,NO
1559,02002464111002032001000291S9,149637,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CHETUMAL,CENTRO,SAN FELIPE,FIJO,-114.83960242,31.02448993,NO
1560,02007464111000021000000291S3,9438624,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CHETUMAL,SAN FELIPE,SAN FELIPE,FIJO,-114.84406198,31.02586153,NO
1561,02002464111006591000038010S0,9447326,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,VALLE MEXICALI,MEXICALI,FIJO,-115.06784998,32.42874589,NO
1562,02004464111007551000000000U9,6802421,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,MIGUEL INCLAN,MIRAMAR,TIJUANA,FIJO,-117.0835938,32.51377535,NO
1563,02004464111007321000000291S7,6801253,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PEÑON,EL PEÑON,TIJUANA,FIJO,-116.87364305,32.52960363,NO
1564,02004464111007331000000291S6,6801888,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GENERAL RODOLFO SANCHEZ TABOADA,ESTE,TIJUANA,FIJO,-117.02699994,32.52809233,NO
1565,02004464111007731000000000S7,6802533,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AVENIDA DE LA CIENEGA,GRANJAS FAMILIARES DEL MATAMOROS,TIJUANA,FIJO,-116.88565509,32.52449238,NO
1566,02004464111007341000000291S5,6802030,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CALLE DEL MANZANO,VILLA DEL ALAMO,TIJUANA,FIJO,-116.94399436,32.4327985,NO
1567,02004464111004032001000291S3,6288160,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,JARDINES DE LA MESA,TIJUANA,FIJO,-116.92746814,32.46230668,NO
1568,02004464111008401000000291S6,6868532,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,LOS OLIVOS,LAS TORRES PARTE BAJA,TIJUANA,FIJO,-116.90232095,32.53767005,NO
1569,02004464111011471000000291S4,9401043,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CAÑON AZTECA,ARTESANAL,TIJUANA,FIJO,-117.07029661,32.5081867,NO
1570,02004464111011641000000291S2,9459933,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,DE LAS TORRES,LAS TORRES,TIJUANA,FIJO,-116.89301256,32.54507944,NO
1571,02004464111011221000000291S3,9406287,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PASEO DEL RIO,RIO TIJUANA TERCERA ETAPA,TIJUANA,FIJO,-116.92656323,32.47798403,NO
1572,02004464111011201000000291S5,9427788,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,VIA RAPIDA,LOS SANTOS,TIJUANA,FIJO,-116.96467266,32.51018485,NO
1573,02004464111007521001000000S2,6802374,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,NOVENA,EJIDO MATAMOROS,TIJUANA,FIJO,-116.86410664,32.52021595,NO
1574,02004464111011231000000291S2,9427793,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,LOS LAURELES,HACIENDA LOS LAURELES,TIJUANA,FIJO,-116.9675025,32.43887331,NO
1575,02004464111004071000000291S1,6288161,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,BLVD SALVATIERRA,SALVATIERRA,TIJUANA,FIJO,-117.07438161,32.48184697,NO
1576,02004464111007591000000000S5,6802426,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,TERCER AYUNTAMIENTO,PALMA REAL,TIJUANA,FIJO,-116.95365031,32.38987881,NO
1577,02004464111007431000000000S4,6802365,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,CALLE EL FLORIDO,SEVILLA RESIDENCIAL,TIJUANA,FIJO,-116.88036921,32.46125429,NO
1578,02004464111004081000000291S0,6288164,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO SALINAS,AVIACION,TIJUANA,FIJO,-117.00969954,32.51534087,NO
1579,02004464111004021000000291S6,6288163,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PUERTECITOS,AMPLIACION GUAYCURA,TIJUANA,FIJO,-116.91960578,32.50567874,NO
1580,02004464111004051000000291S3,6288165,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PADILLA,FEDERAL,TIJUANA,FIJO,-117.02958489,32.53997061,NO
1581,02004464111004092001000291S7,6288167,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,JOSE LOPEZ PORTILLO PONIENTE,MODULOS DE TIJUANA,TIJUANA,FIJO,-116.93026235,32.53706108,NO
1582,02004464111004112001000291S3,6288166,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,LOS PINOS,TIJUANA,FIJO,-116.93376603,32.47165784,NO
1583,02004464111007451000000000U2,6802367,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CALLE DEL CEREZO,VILLA DEL CAMPO,TIJUANA,FIJO,-116.73445516,32.51213349,NO
1584,02004464111007491000000000S8,6802371,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,NUEVA AURORA,PEDREGAL DE SANTA JULIA,TIJUANA,FIJO,-117.06590678,32.48367731,NO
1585,02004464111011211000000291S4,9406286,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BENITO JUAREZ,LA JOYA,TIJUANA,FIJO,-117.00885693,32.44442979,NO
1586,02004464111007371000000000U2,6802311,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,INGENIERO JUAN OJEDA ROBLES Y O DE LA PAZ,BUENA VISTA,TIJUANA,FIJO,-116.98788944,32.51982033,NO
1587,02004464111009302000000000U5,8485769,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LAS TORRES,PIPILA,TIJUANA,FIJO,-116.87790944,32.5067207,NO
1588,02004464111004041000000291S4,6288169,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,DEL PRADO,TIJUANA,FIJO,-116.98583701,32.50893858,NO
1589,02004464111007531000000000U1,6802417,FARMACIA SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LAS FUENTES,LAS FUENTES,TIJUANA,FIJO,-116.84380997,32.470579,NO
