,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local
1659,02004464111008221001010716S8,6871810,FARMACIAS YZA SUC 1442 VILLA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALZADA,GENERAL LÁZARO CÁRDENAS,23698.0,,FRANCISCO VILLA,22236.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.86520517,32.48645053,,,
1660,02004464111008141001010716S8,6881723,FARMACIAS YZA SUC 1445 ROSAS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PRIMAVERA (PRIMERA),170.0,,CONTRERAS,22106.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.96764204,32.49860707,,,
1661,02004464111008241001010716S6,6871808,FARMACIAS YZA SUC 1446 CASABLANCA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,CASA BLANCA,14480.0,,LOS LOBOS,22207.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.89810542,32.50185899,,,
1662,02004464111008031001010716S1,6873561,FARMACIAS YZA SUC 1F01 COLINAS DE LA PRESA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,OTRO,17516.0,,COLINAS DE LA PRESA,22125.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.93233235,32.44147729,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,3 Y 4
1663,02004464111008001001010716S4,6885783,FARMACIAS YZA SUC 1F10 VERONA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,FRANCISCO ZARCO,8402.0,,VERONA,22667.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.03803698,32.45060679,,,
1664,02004464112001242002010716S9,6389784,FARMACIAS YZA SUC 1F13 CLINICA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,BOULEVARD,GUSTAVO DÍAZ ORDAZ,1902.0,9.0,LAS HUERTAS 5TA SECCION,22116.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.94107567,32.48446389,,,
1665,02004464111008081001010716S6,6877678,FARMACIAS YZA SUC 1F14 PRINCIPAL,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,QIMBUMBO,24902.0,,FLORIDO 1SECCION,22237.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.86651326,32.47056847,,,
1666,02004464111010792000010716S4,9224415,FARMACIAS YZA SUC 1F15 MIRADOR,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,MIRADOR,577.0,,EL MIRADOR,22520.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.09032486,32.53349919,,,
1667,02003464111000331001010716S5,6873564,FARMACIAS YZA SUC 1F22 EL DESCANSO,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,Misión de Mulegé,101.0,,EL DESCANSO,21478.0,"TECATE, Tecate, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.63286509,32.57346938,,,
1668,02002464111004401001010716S4,6874261,FARMACIAS YZA SUC 1F24 ANGELES DE PUEBLA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,HEROICA DE PUEBLA,0.0,,ANGELES DE PUEBLA,21395.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.33641011,32.56566634,,,
1669,02004464111011741000010716S0,9486662,FARMACIAS YZA SUC 1F48 INSURGENTES,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BLVD. BENITO JUAREZ,140.0,,CENTRO INSURGENTES,22457.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.047522,32.497931,,,
1670,02004464111011771000010716S7,9486342,FARMACIAS YZA SUC 1F58 GAYMITAS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BLVD. TECNOLOGICO MZ. 20,,,GUAYMITAS,22457.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.970887,32.529758,,,
1671,02004464111011781000010716S6,9486516,FARMACIAS YZA SUC 1F59 LAS GARZAS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BLVD. AGUSTIN OLACHEA AVILES,4460.0,1.0,LAS GARZAS,22457.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.050585,32.497358,,,
1672,02004464111011791000010716S5,9486517,FARMACIAS YZA SUC 1F63 ALTA TENSION,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,BLVD. FORJADORES MZ. 111 LOTE 22110 DEPARTAMENTO 8,111.0,,SANTA ROSA,22457.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.864301,32.462307,,,
1673,02002464111006621000010716S5,9486663,FARMACIAS YZA SUC 1F64 LAS VEREDAS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,LA FLORESTA,,,LAS VEREDAS,21225.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.395549,32.65421,,,
1674,02004464111011801000010716S2,9475983,FARMACIAS YZA SUC 1F68 PORTICOS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PASEO DEL GUAYCURA,20442.0,,AMPLIACION GUAYCURA,22214.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.91968535,32.50960887,CENTRO Y PLAZA COMERCIAL,FARMACIAS SIN MINISUPER SIN NOMBRE,1
1675,02002464111006631000010716S4,9486202,FARMACIAS YZA SUC 1F74 LORETO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,BENITO JUAREZ,0.0,,CENTRO,21000.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.395549,32.65421,,,
1676,02004464111011821000010716S0,9475318,FARMACIAS YZA SUC 1F77 NATURA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,AVENIDA,VISTAS DEL SOL,0.0,,NATURA,22165.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.92249812,32.36463751,,,
1677,02002464111006641000010716S3,9486518,FARMACIAS YZA SUC 1F78 ARCOS DEL SOL,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,HIDALGO,0.0,,ARCOS DEL SOL,21000.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.395549,32.65421,,,
1678,02004464111011831000010716S9,9485475,FARMACIAS YZA SUC 1F84 MIGUEL ALEMAN,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,SERDAN Y 13 DE SEPTIEMBRE,0.0,,MIGUEL ALEMAN,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.94346,32.458896,,,
1679,02002464111006661000010716S1,9475319,FARMACIAS YZA SUC 1I01 DEL ROBLE,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,PINARES,4003.0,,VILLA DEL ROBLE,21395.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.35790898,32.60286354,,,
1680,02004464111011851000010716S7,9485478,FARMACIAS YZA SUC 1I02 MEXICO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,COLIMA ESQ. MEXICO,1500.0,,DOMINGO CARBALLO FELIX,22457.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.050585,32.497358,,,
1681,02004464111011861000010716S6,9472633,FARMACIAS YZA SUC 1I05 NUEVO AMANECER,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,DEL MIRADOR,19901.0,3.0,NATURA SECCION AMANECER,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.91759323,32.36351859,,,
1682,02004464111011871000010716S5,9475320,FARMACIAS YZA SUC 1I07 DIAZ ORDAZ,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,Gustavo Díaz Ordaz,17717.0,20.0,GARCIA,22123.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.91666501,32.45538891,,,
1683,02002464111006671000010716S0,9486660,FARMACIAS YZA SUC 1I20 GUERRERO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PADRE E. KINO,1465.0,,VICENTE GUERRERO,23020.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.395549,32.65421,,,
1684,02005464111001001000010716S8,9481846,FARMACIAS YZA SUC 1I23 PESCADERO,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,CARRETERA FEDERAL LA PAZ-LOS CABOS,,1.0,PESCADERO,22703.0,"PLAYAS DE ROSARITO, Playas de Rosarito, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.05940576,32.35654689,,,
1685,02004464111012131000010716S3,9486339,FARMACIAS YZA SUC 9004 MUJICA,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,FRANCISCO MUJICA,0.0,,INDECO,22457.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.085652,32.499563,,,
1686,02004464111012161000010716S0,9485547,FARMACIAS YZA SUC 9029 MEXICO Y 17,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,CALLEJON MEXICO B ENTRE CALLE 16 Y 17,1609.0,,FEDERAL,22245.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.859723,32.460745,,,
1687,02004464111012171000010716S9,9475645,FARMACIAS YZA SUC 9030 CALAFIA,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,Calafia,329.0,,POPULAR 89,22812.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.56726199,31.89546617,,,
1688,02004464111012181000010716S8,9481980,FARMACIAS YZA SUC 9068 ABETO,FARMACON SA DE CV,Farmacias sin minisúper,6 a 10 personas,CALLE,Del Ahuehuete,4302.0,,URBIQUINTA,22564.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-117.06294531,32.44354756,,,
1689,02002464111006781000010716S7,9475651,FARMACIAS YZA SUC 9072 ELECTRICISTAS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,Electricista,1700.0,,LIBERTAD,21030.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-115.46030182,32.64701681,,,
1690,02004464111012071000010716S1,9474216,FARMACIAS YZA SUC LOS PINOS,FARMACON SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,Los Pinos de Nares,9051.0,1.0,PINOS NAREZ,22127.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ATENCIONACLIENTES@YZA.MX,WWW.YZA.MX,Fijo,-116.93371973,32.46991217,,,
1691,02002464111003361000000000U1,89347,FARMACOS COST,,Farmacias sin minisúper,0 a 5 personas,CALLE,BERNARDO REYES,0.0,0.0,ALIANZA PARA LA PRODUCCION,21050.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865657672.0,,,Fijo,-115.40292965,32.6659803,,,
1692,02001464111003431000000000M4,11808560,FARMACY DEL MAR,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,RUIZ,55.0,,CENTRO,22800.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.62934329,31.86419659,,,
1693,02002464111005101000000000U9,6972885,FARMAGEN,,Farmacias sin minisúper,6 a 10 personas,CARRETERA,EJ PUEBLA ESTATAL NUMERO 2,0.0,0.0,MICHOACAN DE OCAMPO,21700.0,"MICHOACÁN DE OCAMPO, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.30703671,32.46726676,,,
1694,02002464111004811000000000U4,8797623,FARMAGEN FARMACIO,,Farmacias sin minisúper,0 a 5 personas,CALLE,FELIPA VELAZQUEZ VIUDA DE ARELLANO SIERRA MADRE,1199.0,0.0,CONJUNTO URBANO ESPERANZA,21350.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.46963429,32.6166541,,,
1695,02002464111007191000000000S8,10507553,FARMAHORRO,,Farmacias sin minisúper,0 a 5 personas,CALLE,RIO CULIACAN,0.0,,PRO HOGAR,21240.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.43294513,32.65504985,,,
1696,02002464111005002000000000S9,8346587,FARMAICIA SALUD ES VIDA,,Farmacias sin minisúper,6 a 10 personas,CALZADA,L D COLOSIO MURRIETA,3300.0,,MISION DE SAN IGNACIO,21137.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.5297009,32.65240366,,,
1697,02004464111001721000000000U4,146802,FARMAPLUS,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,DE LOS INSURGENTES,2120.0,14.0,CAPISTRANO,22223.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6643834670.0,,,Fijo,-116.92139936,32.47760035,,,
1698,02001464112000372001000000U1,69629,FARMAUCETICA DEL PUERTO LIZ,FARMAUCETICA DEL PUERTO SA DE CV,Farmacias con minisúper,11 a 30 personas,AVENIDA,GASTELUM,630.0,1.0,ZONA CENTRO,22800.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.6238823,31.86836788,,,
1699,02002464111007271000000000U8,9788203,FD FARMACIA,,Farmacias sin minisúper,0 a 5 personas,CALLE,BAHIA LUCERNA,2901.0,,CARLOS SALINAS,21137.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6865142298.0,,,Fijo,-115.52270687,32.65024789,,,
1700,02004464111011151000021095S2,9404099,FERTIFARMA TIJUANA,FERTIFARMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,PADILLA,8800.0,417.0,ZONA URBANA RIO TIJUANA,22010.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,INFORMES@FERTIFARMA.COM,WWW.FERTIFARMA.COM,Fijo,-117.02981023,32.5402771,PASAJE Y ANDADOR COMERCIAL,PLAZA VIVA TIJUANA,417
1701,02004464111009863000038352S6,8723875,FLORIDO,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,WAHOO,9904.0,,EL FLORIDO,22237.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,FLORIDO@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-116.87426788,32.46740373,,,
1702,02001464111002753000038352S2,8723611,FRANCISCO ZARCO,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,COLINAS RIVERSIDE,390.0,,EL SAUZAL,22760.0,"EL SAUZAL DE RODRÍGUEZ, Ensenada, BAJA CALIFORNIA",,ZARCO@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-116.69421604,31.89212442,,,
1703,02004464111009672000038352S1,8723429,GARITA DE OTAY,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,JOSEFINA RENDON,366.0,,NUEVA TIJUANA,22435.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,GARITA@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-116.9369873,32.54473326,,,
1704,02002464112001571001000000U5,6759278,GI FARMACIAS DE MEXICO,,Farmacias con minisúper,0 a 5 personas,AVENIDA,SATURNO,898.0,,VALLE DE LAS MISIONES,21139.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.560489,32.6323147,,,
1705,02002464112002571000000000U4,11661656,GO FARMACIAS,,Farmacias con minisúper,0 a 5 personas,CALLE,AGUSTIN MELGAR,0.0,154.0,PRIMERA SECCION,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.4950073,32.66313273,,,
1706,02007464111000042000000000U9,10450138,GO FARMACY,,Farmacias sin minisúper,6 a 10 personas,AVENIDA,MALECON,56.0,,ZONA CENTRO,21850.0,"SAN FELIPE                                                                                                    , San Felipe, BAJA CALIFORNIA",,SOMOSPHARMACY@GMAIL.COM,WWW.SOMOSGOPHARMACY,Fijo,-114.83266579,31.02393593,,,
1707,02002464111006831000000000U0,11256312,GO PHARMACY,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,16 DE SEPTIEMBRE B,0.0,,VICENTE GUERRERO LOS ALGODONES,21970.0,"VICENTE GUERRERO (ALGODONES), Mexicali, BAJA CALIFORNIA",,,,Fijo,-114.73094741,32.71583938,,,
1708,02004464111009541000038352S8,8723289,GRANJAS FAMILIARES,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,CALLE,CALLE DEL TRIGO,,,GRANJAS FAMILIARES,22203.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,GRANJAS@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-116.88574315,32.52445537,,,
1709,02004464111009132000000000U6,6959156,GRUPO FARMACEUTICO PREMIER,,Farmacias sin minisúper,0 a 5 personas,CALLE,BENITO JUAREZ SEGUNDA,7617.0,0.0,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.04447611,32.53470371,,,
1710,02002464111007321000000442S1,10631191,GRUPO LIQUIS,GRUPO LIQUIS SA DE CV,Farmacias con minisúper,31 a 50 personas,CALZADA,FRANCISCO L MONTEJANO,1677.0,,INSURGENTES OESTE,21040.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.452368,32.63459974,,,
1711,02002464111007811000000000S1,11767439,GRUPO MEDICO SANTA CLARA,GRUPO MEDICO SANTA CLARA SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,Avenida de las Heráldicas,0.0,,VILLAS DEL REY,,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.48274094,32.59819342,,,
1712,02002464111007451000000000U6,11567970,HAMS PHARMACY,,Farmacias sin minisúper,0 a 5 personas,CALZADA,LICENCIADO VICENTE LOMBARDO TOLEDANO,0.0,,PASEO DE XOCHIMILCO,21356.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",6862613931.0,,,Fijo,-115.47259515,32.60802931,,,
1713,02001464111003401000000000U7,11821406,HEALTH UP,,Farmacias sin minisúper,0 a 5 personas,CALLE,Ensenada,715.0,0.0,16 ULBRICH,22830.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",6461167845.0,,,Fijo,-116.60677166,31.86752422,,,
1714,02001464111003361000000000U3,11401589,HERDIDAS Y ESTOMAS,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,EL SAUZAL,0.0,2.0,NUEVA ENSENADA,22880.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,BAJASURGERY@OUTLOOK.COM,,Fijo,-116.60720839,31.85103818,,,
1715,02002464111005041000000000U7,8370306,HIERBAS MEDICINALES DIVINA PROVIVENCIA,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,SEBASTIAN LERDO DE TEJADA,0.0,0.0,ZONA CENTRO,21000.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.49160596,32.66023121,,,
1716,02004464111009631000038352S7,8723425,HIPODROMO,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,DE LAS FERIAS,12625.0,5.0,HIPODROMO DOS,22195.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,HIPODRMO@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-117.00125551,32.50007041,,,
1717,02003621111000341000000000U4,7048074,INMEDICA SA DE CV,FARMACIAS MODERNAS DE TIJUANA SA SA DE CV,Consultorios de medicina general del sector privado,0 a 5 personas,BOULEVARD,NUEVO LEON,0.0,,LOMA ALTA,21480.0,"TECATE, Tecate, BAJA CALIFORNIA",,,,Fijo,-116.63360624,32.56603593,,,
1718,02004464111012303000000000U8,10473965,INTEGRA FARMACIA TITAN,QUICK MEDICINE SA DE CV,Farmacias sin minisúper,11 a 30 personas,CALLE,BENITO JUAREZ SEGUNDA,237.0,2.0,ZONA CENTRO,22000.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-117.03511935,32.53569582,,,
1719,02005464112000092000000000U6,143801,INTEGRA FARMACIAS,QUICK FARMACIAS SA DE CV,Farmacias con minisúper,0 a 5 personas,CALLE,NINGUNO,84.0,,PRIMO TAPIA,22740.0,"PRIMO TAPIA, Playas de Rosarito, BAJA CALIFORNIA",,FARMATODOLAURITA@LIVE.COM,,Fijo,-116.91605497,32.22135305,,,
1720,02001464112000911000000000U6,9803551,INTERFARMACIA NACIONAL,,Farmacias con minisúper,0 a 5 personas,AVENIDA,BENITO JUAREZ QUINTA,1708.0,,OBRERA,22830.0,"ENSENADA, Ensenada, BAJA CALIFORNIA",,,,Fijo,-116.61111293,31.86211991,,,
1721,02004464111012681000000000U7,11490252,IRIS DERMA,,Farmacias sin minisúper,0 a 5 personas,CALLE,NINGUNO,1900.0,,PLAZA ALAMEDA,22425.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.95409575,32.53130471,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL OTAY,A13
1722,02004464111007541000038352S7,6802420,JARDÍN DORADO,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,GRANADOS,1821.0,,JARDIN DORADO,22200.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,JARDIN@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-116.89207785,32.52326413,,,
1723,02002464112002531000000000U8,10732308,JARDINES DEL PARAISO,,Farmacias con minisúper,0 a 5 personas,AVENIDA,GENERAL ALVARO OBREGON,862.0,,ZONA CENTRO,21100.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.48077459,32.66250079,,,
1724,02004464111012631000000000U2,10776099,KINLY,BC FARMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,RIO TIJUANA,10231.0,103.0,ZONA RIO,22010.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,KINLYBUOTIQUEDERMATOLOGICO@GMAIL.COM,WWW.KINLY.MX,Fijo,-117.01411056,32.5222622,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA LINCOLN,103
1725,02004464111013011000061762S6,11788314,KINLY BOUTIQUE DERMATOLOGICA,BC FARMA SA DE CV,Farmacias sin minisúper,0 a 5 personas,AVENIDA,Río Tijuana,10231.0,103.0,ZONA URBANA RIO TIJUANA,22010.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,ALEJANDRA@KINLY.MX,WWW.KINLY.MX,Fijo,-117.01421388,32.52219307,CENTRO Y PLAZA COMERCIAL,PLAZA LINCOLN,103
1726,02004464111012981000000000U1,11794673,KLARIX FARMACIAS,,Farmacias sin minisúper,0 a 5 personas,BOULEVARD,Boulevard de las Bellas Artes,19260.0,,NUEVA TIJUANA,22435.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,KLARIXFARMACIASUC2@HOTMAIL.COM,,Fijo,-116.93519209,32.54398745,,,
1727,02004461160006521000000000S3,8112447,LA CASA DEL CHOCOLATE,SUPER FARMACIA CHECK 2013 SA DE CV,Comercio al por menor de dulces y materias primas para repostería,0 a 5 personas,BOULEVARD,NINGUNO,0.0,7.0,AEROPUERTO INTERNACIONAL DE TIJUANA,22435.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",6649069962.0,805@TURISTORE.COM,,Semifijo,-116.97523795,32.54632453,AEROPUERTO,AEROPUERTO INTERNACIONAL DE TIJUANA,H
1728,02004464111012741000000000U9,10450290,LA ECONOMICA DISTRIBUIDOR FARMACEUTICO,,Farmacias sin minisúper,0 a 5 personas,AVENIDA,AVENIDA EL VERGEL,11.0,,LOS ALAMOS,22110.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,,,Fijo,-116.95956677,32.50999295,,,
1729,02002464111005132000000000U4,6973438,LA GENEROSA FARMACIAS,,Farmacias sin minisúper,0 a 5 personas,CALLE,PASEO DE LAS BARCENAS,0.0,1.0,CONDESA,21395.0,"MEXICALI, Mexicali, BAJA CALIFORNIA",,,,Fijo,-115.34917595,32.59644055,,,
1730,02004464111009661000038352S4,8723428,LA GLORIA,DISTRIBUIDORA DE MIS FARMACIAS SAPI DE CV,Farmacias sin minisúper,0 a 5 personas,CARRETERA,VALE,10032.0,,LA GLORIA,22645.0,"TIJUANA, Tijuana, BAJA CALIFORNIA",,GLORIA@DEMISFARMACIAS.COM,WWW.DEMISFARMACIAS.COM,Fijo,-117.01805037,32.44866407,,,
1731,02001621511001141000000000U2,10384746,LABORATORIO JN,FARMACIA JN S DE RL DE CV,Laboratorios médicos y de diagnóstico del sector privado,0 a 5 personas,CALLE,PRINCIPAL,239.0,,FRANCISCO ZARCO,22750.0,"FRANCISCO ZARCO (VALLE DE GUADALUPE), Ensenada, BAJA CALIFORNIA",,JNLABORATORIOS@GMAIL.COM,,Fijo,-116.57344948,32.09507302,CENTRO Y PLAZA COMERCIAL,KALIMAN,15
